,mission_id,geometry
633,ap005328,POINT (-117.560997 33.371399)
634,ap005111,POINT (-117.930799 33.625182)
635,ap003411,POINT (-120.83928 39.01816)
636,ap006484,POINT (-115.151615 32.832747)
637,ap004457,POINT (-118.4945 34.7722)
638,ap004764,POINT (-118.261583 34.046246)
639,ap002711,POINT (-122.228996 45.401798)
640,ap005340,POINT (-117.533997 47.6199)
641,ap004048,POINT (-119.371133 44.502474)
642,ap001930,POINT (-123.25147 44.18376)
643,ap004365,POINT (-118.689364 34.037484)
644,ap005384,POINT (-117.436321 34.54846)
645,ap003562,POINT (-120.487694 37.865086)
646,ap001961,POINT (-123.185449 39.627639)
647,ap005348,POINT (-117.50506 34.0874)
648,ap002653,POINT (-122.29749 37.54794)
649,ap004320,POINT (-118.833 35.256901)
650,ap001810,POINT (-123.541 46.799702)
651,ap002907,POINT (-121.929 37.45927)
652,ap003346,POINT (-121.006944 44.3125)
653,ap003328,POINT (-121.05529 38.9404)
654,ap005079,POINT (-117.980003 33.872002)
655,ap004802,POINT (-118.255854 34.052762)
656,ap000379,POINT (-156.57825 20.56013)
657,ap004656,POINT (-118.34671 35.11556)
658,ap004476,POINT (-118.46761 34.04355)
659,ap006501,POINT (-115.12672 33.26611)
660,ap002095,POINT (-123.003597 44.053657)
661,ap003735,POINT (-120.050268 41.309663)
662,ap004473,POINT (-118.46875 34.3834)
663,ap001682,POINT (-124.133003 40.553902)
664,ap002918,POINT (-121.900002 45.682599)
665,ap002493,POINT (-122.48971 46.32653)
666,ap002062,POINT (-123.035004 46.824799)
667,ap003600,POINT (-120.412003 38.034599)
668,ap002707,POINT (-122.234003 48.153326)
669,ap003860,POINT (-119.753998 36.737202)
670,ap004523,POINT (-118.439003 35.134998)
671,ap002109,POINT (-122.976997 44.999599)
672,ap000417,POINT (-155.682702 20.00479)
673,ap001721,POINT (-123.994141 44.986276)
674,ap006332,POINT (-115.518343 34.514054)
675,ap002966,POINT (-121.80715 36.64987)
676,ap003816,POINT (-119.824997 36.847698)
677,ap004203,POINT (-119.107002 37.958302)
678,ap005923,POINT (-116.535173 45.534184)
679,ap005219,POINT (-117.749464 34.076759)
680,ap003555,POINT (-120.50436 35.45286)
681,ap003675,POINT (-120.20636 34.47638)
682,ap001728,POINT (-123.936996 46.971199)
683,ap005446,POINT (-117.344002 47.887699)
684,ap006034,POINT (-116.292999 32.9501)
685,ap005054,POINT (-118.031778 33.683833)
686,ap004754,POINT (-118.262721 34.041382)
687,ap005120,POINT (-117.917 33.693901)
688,ap005740,POINT (-116.942296 32.646607)
689,ap005296,POINT (-117.62224 35.60272)
690,ap003302,POINT (-121.120239 44.638632)
691,ap000292,POINT (-157.955129 21.676988)
692,ap004038,POINT (-119.392998 36.318699)
693,ap005866,POINT (-116.675003 34.9617)
694,ap005637,POINT (-117.097355 32.720207)
695,ap003958,POINT (-119.547837 48.397229)
696,ap001918,POINT (-123.279999 45.802601)
697,ap001832,POINT (-123.471001 40.627602)
698,ap005224,POINT (-117.747002 44.4944)
699,ap003988,POINT (-119.48608 35.43212)
700,ap003360,POINT (-120.954002 37.625801)
701,ap005355,POINT (-117.48939 33.31945)
702,ap003402,POINT (-120.852997 47.177601)
703,ap005252,POINT (-117.692001 35.685398)
704,ap005434,POINT (-117.355003 33.3013)
705,ap004942,POINT (-118.1683 34.0508)
706,ap003155,POINT (-121.386479 36.834811)
707,ap002424,POINT (-122.571716 38.5783)
708,ap005974,POINT (-116.441002 33.081699)
709,ap003959,POINT (-119.54516 36.08346)
710,ap003905,POINT (-119.641789 36.27619)
711,ap002194,POINT (-122.880642 44.003619)
712,ap001627,POINT (-124.517998 42.857899)
713,ap002037,POINT (-123.070064 47.348572)
714,ap004229,POINT (-119.058998 34.761101)
715,ap004202,POINT (-119.107002 36.3988)
716,ap005051,POINT (-118.034529 36.52254)
717,ap006357,POINT (-115.457447 33.843954)
718,ap003481,POINT (-120.669215 38.19071)
719,ap006382,POINT (-115.356003 34.555)
720,ap000273,POINT (-158.1346 21.42541)
721,ap002997,POINT (-121.747002 38.615501)
722,ap003159,POINT (-121.373001 38.792099)
723,ap003847,POINT (-119.77428 35.12183)
724,ap003624,POINT (-120.35624 36.99194)
725,ap002745,POINT (-122.195999 37.921299)
726,ap005861,POINT (-116.68363 33.32242)
727,ap004168,POINT (-119.168999 46.826099)
728,ap003055,POINT (-121.591003 45.636799)
729,ap002754,POINT (-122.185997 47.9795)
730,ap004926,POINT (-118.185854 33.765904)
731,ap002208,POINT (-122.862 45.771)
732,ap004230,POINT (-119.056999 35.433601)
733,ap002724,POINT (-122.218002 39.516399)
734,ap002136,POINT (-122.946999 48.622299)
735,ap003262,POINT (-121.200996 44.094799)
736,ap002536,POINT (-122.438004 48.017502)
737,ap005936,POINT (-116.50254 34.79964)
738,ap001958,POINT (-123.188004 48.140598)
739,ap003534,POINT (-120.543999 46.568199)
740,ap000440,POINT (-155.25991 19.433268)
741,ap003310,POINT (-121.09947 44.22274)
742,ap003637,POINT (-120.32121 47.407198)
743,ap004189,POINT (-119.126242 44.2445)
744,ap004971,POINT (-118.144564 33.807906)
745,ap003574,POINT (-120.466722 42.183433)
746,ap000317,POINT (-157.713887 21.370833)
747,ap006322,POINT (-115.544586 32.959635)
748,ap003309,POINT (-121.102997 38.486801)
749,ap000383,POINT (-156.55753 20.58758)
750,ap002687,POINT (-122.259003 47.754799)
751,ap001895,POINT (-123.332357 42.447101)
752,ap003688,POINT (-120.176418 45.722683)
753,ap003192,POINT (-121.3117 37.59862)
754,ap001887,POINT (-123.356003 43.2388)
755,ap005808,POINT (-116.787003 34.853699)
756,ap004327,POINT (-118.82096 34.147162)
757,ap004577,POINT (-118.407997 33.942501)
758,ap003062,POINT (-121.57059 43.80311)
759,ap004161,POINT (-119.177189 46.521422)
760,ap002421,POINT (-122.577003 45.826801)
761,ap005503,POINT (-117.263611 47.833889)
762,ap006013,POINT (-116.3575 33.2345)
763,ap002714,POINT (-122.225998 48.042)
764,ap003406,POINT (-120.845001 45.8321)
765,ap004025,POINT (-119.412003 48.959)
766,ap000335,POINT (-157.258432 21.148991)
767,ap002085,POINT (-123.017998 48.472)
768,ap000285,POINT (-158.01358 21.48401)
769,ap003188,POINT (-121.316002 38.084099)
770,ap002117,POINT (-122.964996 46.619801)
771,ap003303,POINT (-121.119003 38.003502)
772,ap003441,POINT (-120.75828 38.93388)
773,ap003364,POINT (-120.946823 44.095813)
774,ap003486,POINT (-120.66515 41.52174)
775,ap004084,POINT (-119.313572 36.182556)
776,ap002769,POINT (-122.156749 37.024194)
777,ap001980,POINT (-123.155794 44.80224)
778,ap001860,POINT (-123.41327 48.115491)
779,ap005432,POINT (-117.359605 48.981822)
780,ap002149,POINT (-122.933 45.06)
781,ap004776,POINT (-118.25984 34.05008)
782,ap005006,POINT (-118.094434 33.73792)
783,ap002415,POINT (-122.581001 47.079201)
784,ap002892,POINT (-121.950996 38.355701)
785,ap002853,POINT (-122.0202 38.32528)
786,ap003359,POINT (-120.955002 44.784302)
787,ap003509,POINT (-120.613998 46.609001)
788,ap004849,POINT (-118.24702 34.04915)
789,ap005357,POINT (-117.48236 34.23455)
790,ap003210,POINT (-121.274985 46.0248)
791,ap004960,POINT (-118.15 34.03251)
792,ap002297,POINT (-122.734744 42.463021)
793,ap005686,POINT (-117.02037 34.91328)
794,ap005018,POINT (-118.080002 35.989899)
795,ap004347,POINT (-118.731966 46.281948)
796,ap002033,POINT (-123.075996 44.0471)
797,ap002344,POINT (-122.674849 45.516277)
798,ap004264,POINT (-118.965556 44.409444)
799,ap003742,POINT (-120.031828 36.710905)
800,ap004828,POINT (-118.252507 34.047468)
801,ap003595,POINT (-120.42155 34.9441)
802,ap002521,POINT (-122.45762 47.03198)
803,ap004280,POINT (-118.9179 34.1964)
804,ap004192,POINT (-119.12088 35.73647)
805,ap002893,POINT (-121.950933 39.341311)
806,ap003257,POINT (-121.208 38.067402)
807,ap004708,POINT (-118.289446 33.850971)
808,ap003672,POINT (-120.21575 37.00578)
809,ap001690,POINT (-124.094067 43.974783)
810,ap004755,POINT (-118.26271 34.05261)
811,ap002664,POINT (-122.283311 47.66189)
812,ap001757,POINT (-123.814003 45.418201)
813,ap002175,POINT (-122.903999 42.539001)
814,ap000293,POINT (-157.948333 21.335278)
815,ap005540,POINT (-117.2157 32.8738)
816,ap002093,POINT (-123.00542 45.06822)
817,ap002946,POINT (-121.850191 39.741952)
818,ap005151,POINT (-117.870677 34.133487)
819,ap005578,POINT (-117.16779 34.265462)
820,ap006910,POINT (-114.186996 34.308102)
821,ap003587,POINT (-120.445226 46.780093)
822,ap003154,POINT (-121.389 38.729099)
823,ap005176,POINT (-117.830002 35.658798)
824,ap004763,POINT (-118.261704 34.039611)
825,ap005483,POINT (-117.281059 47.724949)
826,ap004554,POINT (-118.41766 34.05949)
827,ap005611,POINT (-117.144291 32.725019)
828,ap004368,POINT (-118.682299 47.331446)
829,ap002255,POINT (-122.799937 46.964544)
830,ap003317,POINT (-121.074997 38.888)
831,ap002485,POINT (-122.50112 39.40638)
832,ap006868,POINT (-114.280815 34.394764)
833,ap002056,POINT (-123.045631 44.75549)
834,ap004342,POINT (-118.75178 45.59503)
835,ap003244,POINT (-121.229689 37.979353)
836,ap002837,POINT (-122.04829 38.26128)
837,ap001658,POINT (-124.232106 43.382939)
838,ap002866,POINT (-121.9981 40.51487)
839,ap003601,POINT (-120.41184 34.04328)
840,ap001846,POINT (-123.43394 43.10547)
841,ap002691,POINT (-122.256089 47.332883)
842,ap002217,POINT (-122.849998 44.773201)
843,ap002561,POINT (-122.401214 48.673152)
844,ap002634,POINT (-122.314202 39.677577)
845,ap003030,POINT (-121.651354 40.893609)
846,ap005140,POINT (-117.884003 34.905399)
847,ap006056,POINT (-116.251999 34.154202)
848,ap005137,POINT (-117.887824 48.347593)
849,ap003530,POINT (-120.554001 37.8596)
850,ap003666,POINT (-120.238323 36.247813)
851,ap003897,POINT (-119.6591 36.8386)
852,ap004188,POINT (-119.127998 35.5966)
853,ap001707,POINT (-124.04415 42.64028)
854,ap003938,POINT (-119.57978 36.87041)
855,ap002578,POINT (-122.37781 40.50081)
856,ap003152,POINT (-121.39154 38.63794)
857,ap003195,POINT (-121.304001 38.3344)
858,ap001733,POINT (-123.92865 40.71923)
859,ap000237,POINT (-159.338118 22.130698)
860,ap002315,POINT (-122.713561 42.466668)
861,ap003659,POINT (-120.25874 36.81383)
862,ap005736,POINT (-116.954883 34.873565)
863,ap005165,POINT (-117.847333 33.73072)
864,ap003126,POINT (-121.450996 38.551102)
865,ap005648,POINT (-117.080953 46.422447)
866,ap003957,POINT (-119.547997 47.314301)
867,ap001808,POINT (-123.549004 43.530701)
868,ap001711,POINT (-124.031998 46.519299)
869,ap002570,POINT (-122.390361 37.766614)
870,ap004697,POINT (-118.29759 33.7772)
871,ap003844,POINT (-119.78381 46.74329)
872,ap002733,POINT (-122.21 47.66)
873,ap005602,POINT (-117.151868 32.798675)
874,ap004596,POINT (-118.395211 33.916916)
875,ap004182,POINT (-119.137001 36.717701)
876,ap004090,POINT (-119.304001 46.305599)
877,ap004591,POINT (-118.397427 33.736903)
878,ap003413,POINT (-120.837997 44.312302)
879,ap003157,POINT (-121.379997 38.547699)
880,ap005784,POINT (-116.850672 33.922548)
881,ap002038,POINT (-123.06689 44.14517)
882,ap004085,POINT (-119.313374 37.11723)
883,ap003811,POINT (-119.839996 47.211601)
884,ap005635,POINT (-117.1002 32.65062)
885,ap002861,POINT (-122.005997 46.511501)
886,ap003096,POINT (-121.50509 38.51003)
887,ap005450,POINT (-117.328611 33.511111)
888,ap002770,POINT (-122.155998 47.898102)
889,ap005332,POINT (-117.55786 34.99831)
890,ap002974,POINT (-121.790001 36.935699)
891,ap002652,POINT (-122.29772 37.55874)
892,ap004412,POINT (-118.59672 34.18621)
893,ap000307,POINT (-157.84092 21.28232)
894,ap006147,POINT (-116.04788 33.10486)
895,ap001727,POINT (-123.93793 42.69372)
896,ap005642,POINT (-117.087997 44.8596)
897,ap002249,POINT (-122.810997 48.053799)
898,ap005066,POINT (-118.00591 33.7944)
899,ap003314,POINT (-121.082001 38.9548)
900,ap001665,POINT (-124.18942 41.93628)
901,ap002377,POINT (-122.637001 45.830299)
902,ap004318,POINT (-118.835612 34.24694)
903,ap001908,POINT (-123.303001 44.473499)
904,ap001851,POINT (-123.428001 43.0984)
905,ap003909,POINT (-119.63577 37.72308)
906,ap005119,POINT (-117.917 33.865002)
907,ap005323,POINT (-117.573997 47.1152)
908,ap004459,POINT (-118.49114 36.00557)
909,ap002700,POINT (-122.248001 47.439301)
910,ap002943,POINT (-121.857002 38.579102)
911,ap001672,POINT (-124.169917 40.126223)
912,ap005400,POINT (-117.414001 47.648201)
913,ap006095,POINT (-116.17518 35.53034)
914,ap005558,POINT (-117.193926 33.560365)
915,ap002358,POINT (-122.665001 45.336498)
916,ap004199,POINT (-119.11141 46.38131)
917,ap005998,POINT (-116.39023 33.81116)
918,ap003138,POINT (-121.42791 40.67636)
919,ap003928,POINT (-119.5915 35.9425)
920,ap004916,POINT (-118.18825 33.8026)
921,ap003100,POINT (-121.49484 38.91093)
922,ap004647,POINT (-118.36186 34.13832)
923,ap004260,POINT (-118.981 35.408)
924,ap001825,POINT (-123.48628 39.70267)
925,ap005028,POINT (-118.069804 33.915104)
926,ap005162,POINT (-117.849998 33.859699)
927,ap002935,POINT (-121.877998 41.742699)
928,ap003783,POINT (-119.904999 42.164902)
929,ap004446,POINT (-118.52302 34.21828)
930,ap001871,POINT (-123.389 41.790699)
931,ap004456,POINT (-118.49701 36.22401)
932,ap003729,POINT (-120.065002 34.6222)
933,ap001968,POINT (-123.18 48.101799)
934,ap005223,POINT (-117.7473 33.6539)
935,ap001896,POINT (-123.329269 45.065474)
936,ap002952,POINT (-121.843002 36.906101)
937,ap002811,POINT (-122.094002 39.352699)
938,ap002179,POINT (-122.901001 44.844799)
939,ap002793,POINT (-122.129578 47.584564)
940,ap003596,POINT (-120.41848 39.66152)
941,ap003248,POINT (-121.22211 45.586077)
942,ap004411,POINT (-118.5968 34.1877)
943,ap002969,POINT (-121.80128 37.96475)
944,ap003741,POINT (-120.03553 36.76124)
945,ap005687,POINT (-117.018276 34.894051)
946,ap003252,POINT (-121.21984 38.65688)
947,ap004605,POINT (-118.39093 33.97603)
948,ap005706,POINT (-116.998001 33.3106)
949,ap002912,POINT (-121.92127 38.92753)
950,ap004901,POINT (-118.199962 33.766653)
951,ap005646,POINT (-117.082001 32.683899)
952,ap003505,POINT (-120.622002 35.101398)
953,ap005493,POINT (-117.26904 42.94037)
954,ap002187,POINT (-122.891998 46.964001)
955,ap004205,POINT (-119.10283 46.33321)
956,ap000357,POINT (-156.913039 20.745933)
957,ap000389,POINT (-156.46555 20.81854)
958,ap004807,POINT (-118.25543 34.04985)
959,ap003696,POINT (-120.153 40.266201)
960,ap003174,POINT (-121.336998 36.871601)
961,ap003903,POINT (-119.64769 37.53131)
962,ap005426,POINT (-117.37088 35.66469)
963,ap005064,POINT (-118.007004 45.290199)
964,ap003488,POINT (-120.66457 47.77673)
965,ap004180,POINT (-119.142937 46.862659)
966,ap005202,POINT (-117.781998 34.091599)
967,ap002385,POINT (-122.62516 47.58205)
968,ap005874,POINT (-116.65255 33.66432)
969,ap005515,POINT (-117.247002 32.889702)
970,ap002840,POINT (-122.041449 37.912845)
971,ap006709,POINT (-114.61791 34.83223)
972,ap005641,POINT (-117.08825 43.70818)
973,ap004241,POINT (-119.01868 43.59126)
974,ap004086,POINT (-119.30959 36.79213)
975,sp000044,POINT (-160.233333 21.866667)
976,sp000047,POINT (-159.583333 21.9)
977,sp000050,POINT (-159.35 21.95)
978,sp000051,POINT (-159.333333 22)
979,sp000057,POINT (-158.116667 21.316667)
980,sp000059,POINT (-157.866667 21.3)
981,sp000067,POINT (-156.883333 21.05)
982,sp000070,POINT (-156.666667 20.866667)
983,sp000074,POINT (-155.983333 20.75)
984,sp000076,POINT (-155.933333 19.483333)
985,sp000077,POINT (-155.9 19.383333)
986,sp000078,POINT (-155.9 20.183333)
987,sp000079,POINT (-155.9 19.183333)
988,sp000082,POINT (-155.466667 20.1)
989,sp000219,POINT (-124.416667 43.116667)
990,sp000220,POINT (-124.366667 43.15)
991,sp000221,POINT (-124.3 48.266667)
992,sp000223,POINT (-124.216667 43.366667)
993,sp000225,POINT (-124.216667 40.716667)
994,sp000226,POINT (-124.2 41.75)
995,sp000227,POINT (-124.183333 43.683333)
996,sp000228,POINT (-124.183333 40.816667)
997,sp000229,POINT (-124.183333 40.8)
998,sp000234,POINT (-124.1 43.716667)
999,sp000235,POINT (-124.1 43.7)
1000,sp000238,POINT (-124.066667 43.983333)
1001,sp000239,POINT (-124.066667 44.433333)
1002,sp000240,POINT (-124.066667 44.8)
1003,sp000241,POINT (-124.05 44.633333)
1004,sp000242,POINT (-124.05 46.3)
1005,sp000243,POINT (-124.033333 46.5)
1006,sp000244,POINT (-123.933333 44.616667)
1007,sp000246,POINT (-123.916667 46.166667)
1008,sp000251,POINT (-123.816667 46.983333)
1009,sp000252,POINT (-123.783333 46.666667)
1010,sp000253,POINT (-123.75 46.683333)
1011,sp000255,POINT (-123.733333 46.683333)
1012,sp000262,POINT (-123.433333 48.116667)
1013,sp000264,POINT (-123.383333 46.133333)
1014,sp000272,POINT (-123.133333 47.416667)
1015,sp000274,POINT (-123.1 47.216667)
1016,sp000275,POINT (-123.05 38.333333)
1017,sp000276,POINT (-123.016667 48.533333)
1018,sp000277,POINT (-122.933333 46.133333)
1019,sp000278,POINT (-122.933333 48.6)
1020,sp000279,POINT (-122.933333 46.083333)
1021,sp000281,POINT (-122.9 47.05)
1022,sp000282,POINT (-122.9 48.45)
1023,sp000285,POINT (-122.85 46.016667)
1024,sp000286,POINT (-122.8 45.866667)
1025,sp000290,POINT (-122.75 49)
1026,sp000293,POINT (-122.75 48.116667)
1027,sp000294,POINT (-122.75 48.866667)
1028,sp000295,POINT (-122.7 47.65)
1029,sp000296,POINT (-122.683333 45.633333)
1030,sp000298,POINT (-122.666667 45.516667)
1031,sp000300,POINT (-122.65 47.566667)
1032,sp000301,POINT (-122.633333 47.533333)
1033,sp000302,POINT (-122.616667 48.516667)
1034,sp000303,POINT (-122.616667 47.7)
1035,sp000306,POINT (-122.516667 47.583333)
1036,sp000309,POINT (-122.5 47.616667)
1037,sp000310,POINT (-122.483333 37.85)
1038,sp000316,POINT (-122.4 45.583333)
1039,sp000319,POINT (-122.366667 37.916667)
1040,sp000322,POINT (-122.35 45.583333)
1041,sp000323,POINT (-122.333333 47.6)
1042,sp000325,POINT (-122.3 37.866667)
1043,sp000328,POINT (-122.266667 37.783333)
1044,sp000329,POINT (-122.266667 38.1)
1045,sp000331,POINT (-122.25 38.083333)
1046,sp000332,POINT (-122.216667 38.05)
1047,sp000333,POINT (-122.216667 48)
1048,sp000334,POINT (-122.2 37.016667)
1049,sp000335,POINT (-122.2 37.533333)
1050,sp000337,POINT (-122.15 38.05)
1051,sp000339,POINT (-122.016667 36.966667)
1052,sp000340,POINT (-121.883333 38.033333)
1053,sp000342,POINT (-121.8 38.016667)
1054,sp000343,POINT (-121.783333 36.8)
1055,sp000344,POINT (-121.7 38.15)
1056,sp000345,POINT (-121.6 38.166667)
1057,sp000346,POINT (-121.566667 38.333333)
1058,sp000347,POINT (-121.516667 38.233333)
1059,sp000348,POINT (-121.5 38.583333)
1060,sp000349,POINT (-121.3 37.95)
1061,sp000350,POINT (-121.183333 45.6)
1062,sp000351,POINT (-120.85 35.366667)
1063,sp000356,POINT (-119.916667 34.433333)
1064,sp000357,POINT (-119.683333 34.416667)
1065,sp000358,POINT (-119.683333 34.016667)
1066,sp000360,POINT (-119.283333 34.283333)
1067,sp000361,POINT (-119.2 34.15)
1068,sp000362,POINT (-118.55 33)
1069,sp000366,POINT (-118.25 33.75)
1070,sp000367,POINT (-118.183333 33.766667)
1071,sp000368,POINT (-117.9 33.616667)
1072,ip000140,POINT (-123.204025 48.673055)
1073,ip000141,POINT (-123.137324 48.641772)
1074,ip000142,POINT (-123.030756 48.700994)
1075,ip000143,POINT (-123.004817 37.697142)
1076,ip000144,POINT (-122.960918 48.573114)
1077,ip000145,POINT (-122.902622 48.753764)
1078,ip000146,POINT (-122.813058 48.508362)
1079,ip000147,POINT (-122.678511 48.618651)
1080,ip000148,POINT (-122.624168 48.552003)
1081,ip000149,POINT (-122.621515 48.699797)
1082,ip000150,POINT (-122.434351 37.861776)
1083,ip000151,POINT (-122.372261 37.822669)
1084,ip000152,POINT (-119.419102 34.010727)
1085,ip000153,POINT (-119.039145 33.478129)
1086,ap005953,POINT (-116.46828 34.53706)
1087,ap066091,POINT (93.696106 27.111675)
1088,ap066112,POINT (94.175499 26.731501)
1089,sp000231,POINT (-124.116667 43.966667)
1090,ap001693,POINT (-124.084999 43.866501)
1091,ap066950,POINT (111.200759 15.783767)
1092,ap067837,POINT (119.08071 50.34718)
1093,ap067518,POINT (116.260002 50.354)
1094,ap067189,POINT (114.100651 22.407686)
1095,ap067024,POINT (112.627998 37.746899)
1096,ap065860,POINT (88.085808 47.749886)
1097,ap066781,POINT (107.254987 29.659301)
1098,ap067646,POINT (117.346001 39.124401)
1099,ap065941,POINT (90.888053 40.467886)
1100,ap065924,POINT (90.247498 42.911701)
1101,ap066578,POINT (103.8444 30.4214)
1102,ap067038,POINT (112.89053 33.685434)
1103,ap067307,POINT (114.59166 37.91305)
1104,ip002056,POINT (122.239495 29.694641)
1105,ap067632,POINT (117.245665 34.229285)
1106,ap065764,POINT (86.131661 45.042755)
1107,ap066322,POINT (100.060317 29.31632)
1108,ap067535,POINT (116.41092 39.509945)
1109,ap067156,POINT (114.00622 22.2608)
1110,ap066252,POINT (98.5317 24.4011)
1111,sp003285,POINT (116.683333 23.366667)
1112,ap066939,POINT (110.641042 26.806123)
1113,ap066838,POINT (108.539085 41.460289)
1114,ap067628,POINT (117.176003 29.3386)
1115,ap067245,POINT (114.250733 22.266887)
1116,ap065729,POINT (85.465462 38.234516)
1117,ip001939,POINT (119.78574 26.618951)
1118,ap067781,POINT (118.527603 36.586635)
1119,ap067136,POINT (113.91086 22.16357)
1120,ap066926,POINT (110.452766 19.140951)
1121,ap066810,POINT (107.988 26.972)
1122,ap066460,POINT (101.882004 25.737499)
1123,ap066543,POINT (103.40847 24.2956)
1124,ap067488,POINT (116.079554 29.664823)
1125,ap067236,POINT (114.22318 22.34098)
1126,ap067180,POINT (114.076179 22.284033)
1127,ap067264,POINT (114.312 22.37066)
1128,ap068583,POINT (121.573997 29.9228)
1129,sp003319,POINT (118.983333 25.233333)
1130,ip002075,POINT (122.732225 39.0265)
1131,ap068564,POINT (121.5187 31.664)
1132,ap068672,POINT (122.199997 43.556702)
1133,ap067835,POINT (119.058889 39.666389)
1134,ap067059,POINT (113.18911 22.33594)
1135,ap066554,POINT (103.613477 29.732148)
1136,ap065836,POINT (87.423469 41.763301)
1137,ip002066,POINT (122.560433 30.663019)
1138,ap067487,POINT (116.078805 25.958108)
1139,ap066088,POINT (93.669197 42.8414)
1140,ap067195,POINT (114.114657 22.543201)
1141,ap068852,POINT (124.145162 39.948964)
1142,sp003370,POINT (121.55 29.883333)
1143,ap066207,POINT (97.036389 32.836389)
1144,ap067932,POINT (119.778999 31.919701)
1145,ip001843,POINT (114.291913 22.544886)
1146,ap067580,POINT (116.881289 40.401005)
1147,ap068760,POINT (123.299004 41.822498)
1148,ap066518,POINT (102.936743 25.110313)
1149,ap067214,POINT (114.161769 22.558024)
1150,ap066828,POINT (108.2658 34.275907)
1151,ap066840,POINT (108.672649 19.136827)
1152,ap066246,POINT (98.3414 39.856899)
1153,ap067160,POINT (114.0115 22.48616)
1154,ap068011,POINT (120.24343 29.12513)
1155,ap065458,POINT (79.864899 37.038502)
1156,ap066208,POINT (97.077148 42.308371)
1157,ap067317,POINT (114.696999 38.280701)
1158,ap066916,POINT (110.34 31.626)
1159,ap066304,POINT (99.784012 22.417733)
1160,sp003386,POINT (122.1 30)
1161,ap066622,POINT (104.34025 26.86444)
1162,ap067991,POINT (120.107388 30.504264)
1163,ap068835,POINT (123.982002 42.525799)
1164,ip001831,POINT (114.046651 22.259581)
1165,ap067446,POINT (115.83329 39.25469)
1166,ap066214,POINT (97.268658 37.125286)
1167,ap067284,POINT (114.37446 22.61466)
1168,ap066589,POINT (103.945966 30.558257)
1169,ap068044,POINT (120.374001 36.266102)
1170,ap068665,POINT (122.141361 41.269306)
1171,ap067199,POINT (114.12094 22.43316)
1172,ip002070,POINT (122.679788 30.198798)
1173,ap066914,POINT (110.249284 33.708533)
1174,ap068016,POINT (120.268279 36.983261)
1175,ap067075,POINT (113.39344 40.03942)
1176,ap066767,POINT (107.0007 27.5895)
1177,ap067057,POINT (113.142998 39.717499)
1178,ap065720,POINT (85.172099 46.885902)
1179,ap067868,POINT (119.318734 26.072323)
1180,ap068195,POINT (120.851997 27.912201)
1181,ap066876,POINT (109.46372 18.28754)
1182,ap067678,POINT (117.625833 36.000428)
1183,ip001816,POINT (113.21462 22.017067)
1184,ap066881,POINT (109.5218 28.4972)
1185,ap065891,POINT (89.075604 40.694827)
1186,ap066809,POINT (107.961667 25.4525)
1187,ap067184,POINT (114.08093 22.56011)
1188,ap066691,POINT (105.790014 33.789918)
1189,ap067212,POINT (114.15783 22.28157)
1190,ap066130,POINT (94.809196 40.161098)
1191,ap065143,POINT (75.553407 36.930618)
1192,ap068191,POINT (120.80954 37.80473)
1193,ap066371,POINT (100.675003 38.801899)
1194,ap067034,POINT (112.845404 25.753419)
1195,ip002071,POINT (122.68169 30.848433)
1196,ap067087,POINT (113.55936 22.196242)
1197,ap067213,POINT (114.15855 22.41201)
1198,ap066808,POINT (107.786003 30.679399)
1199,ap067222,POINT (114.18718 22.5399)
1200,ap066714,POINT (106.216944 36.078889)
1201,ap066882,POINT (109.544267 34.833345)
1202,ap066865,POINT (109.308889 27.883333)
1203,ip001782,POINT (108.159426 21.532981)
1204,ap066453,POINT (101.73872 30.142464)
1205,ap067639,POINT (117.29877 38.41903)
1206,sp003258,POINT (114.2 22.266667)
1207,ap066282,POINT (99.224 24.99874)
1208,ap067913,POINT (119.650912 30.601008)
1209,ap067149,POINT (113.976299 22.449334)
1210,ap067268,POINT (114.32785 22.44106)
1211,ap065905,POINT (89.4035 28.2845)
1212,ap068651,POINT (122.017998 39.450901)
1213,ap065713,POINT (84.9527 45.46655)
1214,ap065995,POINT (91.983751 31.414472)
1215,ap067345,POINT (114.93 40.738602)
1216,sp003249,POINT (113.5 23.05)
1217,ap065813,POINT (86.9959 48.2223)
1218,ap067043,POINT (112.957306 28.068522)
1219,ap066047,POINT (92.808098 43.077202)
1220,ap067300,POINT (114.51008 30.90205)
1221,sp003375,POINT (121.666667 38.916667)
1222,ap068723,POINT (122.666944 39.266667)
1223,ap067694,POINT (117.70708 39.028686)
1224,ip001845,POINT (114.309532 22.517479)
1225,ap067494,POINT (116.108002 40.503101)
1226,ap066850,POINT (108.931111 32.708056)
1227,ap068245,POINT (120.975998 32.070801)
1228,ap067177,POINT (114.062805 30.25521)
1229,ip002062,POINT (122.388502 30.004186)
1230,ap066555,POINT (103.620003 36.515202)
1231,ap065333,POINT (78.033335 36.343009)
1232,ap066857,POINT (109.120003 34.376701)
1233,ap066651,POINT (104.979 26.609417)
1234,ap066653,POINT (105.002346 36.628134)
1235,ap066785,POINT (107.4295 31.1302)
1236,ap066538,POINT (103.334 23.3953)
1237,ap067860,POINT (119.276626 26.093229)
1238,ap067324,POINT (114.778889 25.853333)
1239,ap065801,POINT (86.79289 44.01096)
1240,ap066369,POINT (100.645065 38.008068)
1241,sp003337,POINT (120.233333 31.916667)
